"id";"status";"cat";"ward";"firstDate";"lastDate"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-14 00:00:00";"2009-08-14 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-17 00:00:00";"2009-08-17 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-18 00:00:00";"2009-08-18 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-19 00:00:00";"2009-08-19 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-20 00:00:00";"2009-08-20 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-21 00:00:00";"2009-08-21 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-22 00:00:00";"2009-08-22 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-24 00:00:00";"2009-08-24 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-25 00:00:00";"2009-08-25 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-26 00:00:00";"2009-08-26 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-27 00:00:00";"2009-08-27 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-28 00:00:00";"2009-08-28 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-29 00:00:00";"2009-08-29 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-08-31 00:00:00";"2009-08-31 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-01 00:00:00";"2009-09-01 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-02 00:00:00";"2009-09-02 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-14 00:00:00";"2009-09-14 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-15 00:00:00";"2009-09-15 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-16 00:00:00";"2009-09-16 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-17 00:00:00";"2009-09-17 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-18 00:00:00";"2009-09-18 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-19 00:00:00";"2009-09-19 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-21 00:00:00";"2009-09-21 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-22 00:00:00";"2009-09-22 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-23 00:00:00";"2009-09-23 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-24 00:00:00";"2009-09-24 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-25 00:00:00";"2009-09-25 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-26 00:00:00";"2009-09-26 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-27 00:00:00";"2009-09-27 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-28 00:00:00";"2009-09-28 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-29 00:00:00";"2009-09-29 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-09-30 00:00:00";"2009-09-30 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-02 00:00:00";"2009-10-02 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-03 00:00:00";"2009-10-03 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-05 00:00:00";"2009-10-05 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-06 00:00:00";"2009-10-06 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-07 00:00:00";"2009-10-07 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-08 00:00:00";"2009-10-08 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-09 00:00:00";"2009-10-09 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-10 00:00:00";"2009-10-10 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-12 00:00:00";"2009-10-12 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-13 00:00:00";"2009-10-13 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-14 00:00:00";"2009-10-14 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-15 00:00:00";"2009-10-15 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-17 00:00:00";"2009-10-17 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-19 00:00:00";"2009-10-19 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-20 00:00:00";"2009-10-20 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-21 00:00:00";"2009-10-21 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-22 00:00:00";"2009-10-22 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-23 00:00:00";"2009-10-23 23:05:00"
"PE-002-MOB";"PE";"Medecin";"Menard 1";"2009-10-24 00:00:00";"2009-10-24 23:05:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-01 08:15:00";"2009-07-01 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-02 08:15:00";"2009-07-02 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-03 08:15:00";"2009-07-03 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-06 08:15:00";"2009-07-06 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-07 08:15:00";"2009-07-07 13:15:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-08 08:15:00";"2009-07-08 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-09 08:15:00";"2009-07-09 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-10 08:15:00";"2009-07-10 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-15 08:15:00";"2009-07-15 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-16 08:15:00";"2009-07-16 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-17 08:15:00";"2009-07-17 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-20 08:15:00";"2009-07-20 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-21 08:15:00";"2009-07-21 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-22 08:15:00";"2009-07-22 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-23 08:15:00";"2009-07-23 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-24 08:15:00";"2009-07-24 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-27 08:15:00";"2009-07-27 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-28 08:15:00";"2009-07-28 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-29 08:15:00";"2009-07-29 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-30 08:15:00";"2009-07-30 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-07-31 08:15:00";"2009-07-31 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-08-03 08:15:00";"2009-08-03 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-08-04 08:15:00";"2009-08-04 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-08-05 08:15:00";"2009-08-05 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-08-06 08:15:00";"2009-08-06 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-08-07 08:15:00";"2009-08-07 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-08-31 08:15:00";"2009-08-31 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-01 08:15:00";"2009-09-01 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-02 08:15:00";"2009-09-02 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-03 08:15:00";"2009-09-03 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-04 08:15:00";"2009-09-04 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-07 08:15:00";"2009-09-07 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-08 08:15:00";"2009-09-08 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-09 08:15:00";"2009-09-09 15:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-10 08:15:00";"2009-09-10 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-11 08:15:00";"2009-09-11 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-14 08:15:00";"2009-09-14 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-15 08:15:00";"2009-09-15 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-16 08:15:00";"2009-09-16 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-17 08:15:00";"2009-09-17 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-18 08:15:00";"2009-09-18 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-21 08:15:00";"2009-09-21 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-22 08:15:00";"2009-09-22 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-23 08:15:00";"2009-09-23 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-24 08:15:00";"2009-09-24 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-25 08:15:00";"2009-09-25 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-28 08:15:00";"2009-09-28 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-29 08:15:00";"2009-09-29 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-09-30 08:15:00";"2009-09-30 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-01 08:15:00";"2009-10-01 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-02 08:15:00";"2009-10-02 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-06 08:15:00";"2009-10-06 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-07 08:15:00";"2009-10-07 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-08 08:15:00";"2009-10-08 15:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-09 08:15:00";"2009-10-09 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-12 08:15:00";"2009-10-12 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-13 08:15:00";"2009-10-13 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-14 08:15:00";"2009-10-14 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-15 08:15:00";"2009-10-15 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-19 08:15:00";"2009-10-19 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-20 08:15:00";"2009-10-20 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-21 08:15:00";"2009-10-21 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-22 08:15:00";"2009-10-22 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-23 08:15:00";"2009-10-23 17:03:00"
"PE-003-COM";"PE";"Cadre de santŽ";"Menard 1";"2009-10-26 08:15:00";"2009-10-26 17:03:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-02 06:40:00";"2009-07-02 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-03 06:40:00";"2009-07-03 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-04 06:40:00";"2009-07-04 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-05 06:40:00";"2009-07-05 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-08 06:40:00";"2009-07-08 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-09 06:40:00";"2009-07-09 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-07-10 13:45:00";"2009-07-10 21:21:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-05 06:40:00";"2009-08-05 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-06 13:45:00";"2009-08-06 21:21:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-07 06:40:00";"2009-08-07 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-10 06:40:00";"2009-08-10 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-11 06:40:00";"2009-08-11 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-13 06:40:00";"2009-08-13 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-14 06:40:00";"2009-08-14 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-15 06:40:00";"2009-08-15 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-16 06:40:00";"2009-08-16 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-19 06:40:00";"2009-08-19 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-20 06:40:00";"2009-08-20 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-22 06:40:00";"2009-08-22 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-23 06:40:00";"2009-08-23 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-24 06:40:00";"2009-08-24 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-25 06:40:00";"2009-08-25 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-26 06:40:00";"2009-08-26 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-27 06:40:00";"2009-08-27 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-29 06:40:00";"2009-08-29 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-08-30 06:40:00";"2009-08-30 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-02 06:40:00";"2009-09-02 15:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-03 06:40:00";"2009-09-03 15:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-04 06:40:00";"2009-09-04 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-07 13:45:00";"2009-09-07 21:21:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-08 13:45:00";"2009-09-08 21:21:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-10 06:40:00";"2009-09-10 15:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-11 06:40:00";"2009-09-11 15:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-12 06:40:00";"2009-09-12 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-13 06:40:00";"2009-09-13 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-15 06:40:00";"2009-09-15 14:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-16 06:40:00";"2009-09-16 15:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-17 06:40:00";"2009-09-17 15:16:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-21 13:45:00";"2009-09-21 21:21:00"
"PE-004-BOJ";"PE";"IDE";"Menard 1";"2009-09-22 13:45:00";"2009-09-22 21:21:00"
